step,x,y,z,r
1202,-36.322660,0.000000,1.001439,36.336463
1203,-36.372055,0.000000,0.994890,36.385660
1204,-36.421451,0.000000,0.988341,36.434858
1205,-36.470846,0.000000,0.981792,36.484058
1206,-36.520241,0.000000,0.975242,36.533260
1207,-36.569636,0.000000,0.968693,36.582463
1208,-36.619030,0.000000,0.962144,36.631668
1209,-36.668425,0.000000,0.955595,36.680874
1210,-36.717819,0.000000,0.949046,36.730082
1211,-36.767213,0.000000,0.942497,36.779291
1212,-36.816608,0.000000,0.935948,36.828502
1213,-36.866001,0.000000,0.929398,36.877715
1214,-36.915395,0.000000,0.922849,36.926929
1215,-36.964789,0.000000,0.916300,36.976144
1216,-37.014183,0.000000,0.909751,37.025361
1217,-37.063576,0.000000,0.903202,37.074580
1218,-37.112969,0.000000,0.896653,37.123799
1219,-37.162363,0.000000,0.890103,37.173021
1220,-37.211756,0.000000,0.883554,37.222244
1221,-37.261149,0.000000,0.877005,37.271468
1222,-37.310541,0.000000,0.870456,37.320694
1223,-37.359934,0.000000,0.863907,37.369921
1224,-37.409327,0.000000,0.857358,37.419150
1225,-37.458719,0.000000,0.850808,37.468380
1226,-37.508111,0.000000,0.844259,37.517612
1227,-37.557504,0.000000,0.837710,37.566845
1228,-37.606896,0.000000,0.831161,37.616079
1229,-37.656287,0.000000,0.824612,37.665315
1230,-37.705679,0.000000,0.818062,37.714553
1231,-37.755071,0.000000,0.811513,37.763791
1232,-37.804463,0.000000,0.804964,37.813032
1233,-37.853854,0.000000,0.798415,37.862273
1234,-37.903245,0.000000,0.791865,37.911516
1235,-37.952636,0.000000,0.785316,37.960760
1236,-38.002028,0.000000,0.778767,38.010006
1237,-38.051419,0.000000,0.772218,38.059253
1238,-38.100809,0.000000,0.765669,38.108502
1239,-38.150200,0.000000,0.759119,38.157752
1240,-38.199591,0.000000,0.752570,38.207003
1241,-38.248981,0.000000,0.746021,38.256256
1242,-38.298372,0.000000,0.739472,38.305510
1243,-38.347762,0.000000,0.732922,38.354765
1244,-38.397152,0.000000,0.726373,38.404022
1245,-38.446542,0.000000,0.719824,38.453280
1246,-38.495932,0.000000,0.713275,38.502539
1247,-38.545322,0.000000,0.706725,38.551800
1248,-38.594711,0.000000,0.700176,38.601062
1249,-38.644101,0.000000,0.693627,38.650325
1250,-38.693490,0.000000,0.687078,38.699590
1251,-38.742880,0.000000,0.680528,38.748856
1252,-38.792269,0.000000,0.673979,38.798123
1253,-38.841658,0.000000,0.667430,38.847392
1254,-38.891047,0.000000,0.660881,38.896662
1255,-38.940436,0.000000,0.654331,38.945933
1256,-38.989825,0.000000,0.647782,38.995206
1257,-39.039214,0.000000,0.641233,39.044480
1258,-39.088602,0.000000,0.634684,39.093755
1259,-39.137991,0.000000,0.628134,39.143031
1260,-39.187379,0.000000,0.621585,39.192309
1261,-39.236767,0.000000,0.615036,39.241587
1262,-39.286156,0.000000,0.608486,39.290868
1263,-39.335544,0.000000,0.601937,39.340149
1264,-39.384932,0.000000,0.595388,39.389432
1265,-39.434320,0.000000,0.588839,39.438716
1266,-39.483707,0.000000,0.582289,39.488001
1267,-39.533095,0.000000,0.575740,39.537287
1268,-39.582483,0.000000,0.569191,39.586575
1269,-39.631870,0.000000,0.562642,39.635864
1270,-39.681257,0.000000,0.556092,39.685154
1271,-39.730645,0.000000,0.549543,39.734445
1272,-39.780032,0.000000,0.542994,39.783738
1273,-39.829419,0.000000,0.536444,39.833031
1274,-39.878806,0.000000,0.529895,39.882326
1275,-39.928193,0.000000,0.523346,39.931622
1276,-39.977579,0.000000,0.516796,39.980920
1277,-40.026966,0.000000,0.510247,40.030218
1278,-40.076353,0.000000,0.503698,40.079518
1279,-40.125739,0.000000,0.497149,40.128819
1280,-40.175126,0.000000,0.490599,40.178121
1281,-40.224512,0.000000,0.484050,40.227424
1282,-40.273898,0.000000,0.477501,40.276729
1283,-40.323284,0.000000,0.470951,40.326034
1284,-40.372670,0.000000,0.464402,40.375341
1285,-40.422056,0.000000,0.457853,40.424649
1286,-40.471442,0.000000,0.451303,40.473958
1287,-40.520828,0.000000,0.444754,40.523268
1288,-40.570213,0.000000,0.438205,40.572580
1289,-40.619599,0.000000,0.431656,40.621892
1290,-40.668984,0.000000,0.425106,40.671206
1291,-40.718370,0.000000,0.418557,40.720521
1292,-40.767755,0.000000,0.412008,40.769837
1293,-40.817140,0.000000,0.405458,40.819154
1294,-40.866525,0.000000,0.398909,40.868472
1295,-40.915910,0.000000,0.392360,40.917791
1296,-40.965295,0.000000,0.385810,40.967112
1297,-41.014680,0.000000,0.379261,41.016434
1298,-41.064065,0.000000,0.372712,41.065756
1299,-41.113449,0.000000,0.366162,41.115080
1300,-41.162834,0.000000,0.359613,41.164405
1301,-41.212218,0.000000,0.353064,41.213731
1302,-41.261603,0.000000,0.346514,41.263058
1303,-41.310987,0.000000,0.339965,41.312386
1304,-41.360371,0.000000,0.333416,41.361715
1305,-41.409756,0.000000,0.326866,41.411046
1306,-41.459140,0.000000,0.320317,41.460377
1307,-41.508524,0.000000,0.313768,41.509710
1308,-41.557908,0.000000,0.307218,41.559043
1309,-41.607291,0.000000,0.300669,41.608378
1310,-41.656675,0.000000,0.294120,41.657713
1311,-41.706059,0.000000,0.287571,41.707050
1312,-41.755442,0.000000,0.281021,41.756388
1313,-41.804826,0.000000,0.274472,41.805727
1314,-41.854209,0.000000,0.267923,41.855067
1315,-41.903592,0.000000,0.261373,41.904408
1316,-41.952976,0.000000,0.254824,41.953750
1317,-42.002359,0.000000,0.248275,42.003093
1318,-42.051742,0.000000,0.241725,42.052437
1319,-42.101125,0.000000,0.235176,42.101782
1320,-42.150508,0.000000,0.228627,42.151128
1321,-42.199891,0.000000,0.222077,42.200475
1322,-42.249273,0.000000,0.215528,42.249823
1323,-42.298656,0.000000,0.208979,42.299172
1324,-42.348039,0.000000,0.202429,42.348523
1325,-42.397421,0.000000,0.195880,42.397874
1326,-42.446804,0.000000,0.189331,42.447226
1327,-42.496186,0.000000,0.182781,42.496579
1328,-42.545568,0.000000,0.176232,42.545933
1329,-42.594951,0.000000,0.169683,42.595289
1330,-42.644333,0.000000,0.163133,42.644645
1331,-42.693715,0.000000,0.156584,42.694002
1332,-42.743097,0.000000,0.150035,42.743360
1333,-42.792479,0.000000,0.143485,42.792719
1334,-42.841861,0.000000,0.136936,42.842080
1335,-42.891242,0.000000,0.130387,42.891441
1336,-42.940624,0.000000,0.123837,42.940803
1337,-42.990006,0.000000,0.117288,42.990166
1338,-43.039387,0.000000,0.110739,43.039530
1339,-43.088769,0.000000,0.104189,43.088895
1340,-43.138150,0.000000,0.097640,43.138261
1341,-43.187532,0.000000,0.091091,43.187628
1342,-43.236913,0.000000,0.084541,43.236996
1343,-43.286294,0.000000,0.077992,43.286364
1344,-43.335675,0.000000,0.071442,43.335734
1345,-43.385056,0.000000,0.064893,43.385105
1346,-43.434437,0.000000,0.058344,43.434477
1347,-43.483818,0.000000,0.051794,43.483849
1348,-43.533199,0.000000,0.045245,43.533223
1349,-43.582580,0.000000,0.038696,43.582597
1350,-43.631961,0.000000,0.032146,43.631972
1351,-43.681341,0.000000,0.025597,43.681349
1352,-43.730722,0.000000,0.019048,43.730726
1353,-43.780102,0.000000,0.012498,43.780104
1354,-43.829483,0.000000,0.005949,43.829483
1355,-43.878863,0.000000,-0.000600,43.878863
1356,-43.928244,0.000000,-0.007150,43.928244
1357,-43.977624,0.000000,-0.013699,43.977626
1358,-44.027004,0.000000,-0.020248,44.027009
1359,-44.076384,0.000000,-0.026798,44.076392
1360,-44.125764,0.000000,-0.033347,44.125777
1361,-44.175144,0.000000,-0.039896,44.175162
1362,-44.224524,0.000000,-0.046446,44.224548
1363,-44.273904,0.000000,-0.052995,44.273936
1364,-44.323284,0.000000,-0.059544,44.323324
1365,-44.372663,0.000000,-0.066094,44.372713
1366,-44.422043,0.000000,-0.072643,44.422102
1367,-44.471423,0.000000,-0.079192,44.471493
1368,-44.520802,0.000000,-0.085742,44.520885
1369,-44.570182,0.000000,-0.092291,44.570277
1370,-44.619561,0.000000,-0.098840,44.619671
1371,-44.668940,0.000000,-0.105390,44.669065
1372,-44.718320,0.000000,-0.111939,44.718460
1373,-44.767699,0.000000,-0.118488,44.767856
1374,-44.817078,0.000000,-0.125038,44.817252
1375,-44.866457,0.000000,-0.131587,44.866650
1376,-44.915836,0.000000,-0.138136,44.916049
1377,-44.965215,0.000000,-0.144686,44.965448
1378,-45.014594,0.000000,-0.151235,45.014848
1379,-45.063973,0.000000,-0.157784,45.064249
1380,-45.113352,0.000000,-0.164334,45.113651
1381,-45.162730,0.000000,-0.170883,45.163054
1382,-45.212109,0.000000,-0.177432,45.212457
1383,-45.261488,0.000000,-0.183982,45.261862
1384,-45.310866,0.000000,-0.190531,45.311267
1385,-45.360245,0.000000,-0.197080,45.360673
1386,-45.409623,0.000000,-0.203630,45.410080
1387,-45.459002,0.000000,-0.210179,45.459488
1388,-45.508380,0.000000,-0.216728,45.508896
1389,-45.557758,0.000000,-0.223278,45.558305
1390,-45.607136,0.000000,-0.229827,45.607716
1391,-45.656515,0.000000,-0.236376,45.657126
1392,-45.705893,0.000000,-0.242926,45.706538
1393,-45.755271,0.000000,-0.249475,45.755951
1394,-45.804649,0.000000,-0.256024,45.805364
1395,-45.854027,0.000000,-0.262574,45.854778
1396,-45.903405,0.000000,-0.269123,45.904193
1397,-45.952782,0.000000,-0.275672,45.953609
1398,-46.002160,0.000000,-0.282222,46.003026
1399,-46.051538,0.000000,-0.288771,46.052443
1400,-46.100915,0.000000,-0.295320,46.101861
1401,-46.150293,0.000000,-0.301870,46.151280
1402,-46.199671,0.000000,-0.308419,46.200700
1403,-46.249048,0.000000,-0.314968,46.250121
1404,-46.298425,0.000000,-0.321518,46.299542
1405,-46.347803,0.000000,-0.328067,46.348964
1406,-46.397180,0.000000,-0.334616,46.398387
1407,-46.446557,0.000000,-0.341166,46.447810
1408,-46.495935,0.000000,-0.347715,46.497235
1409,-46.545312,0.000000,-0.354264,46.546660
1410,-46.594689,0.000000,-0.360814,46.596086
1411,-46.644066,0.000000,-0.367363,46.645513
1412,-46.693443,0.000000,-0.373912,46.694940
1413,-46.742820,0.000000,-0.380462,46.744368
1414,-46.792197,0.000000,-0.387011,46.793797
1415,-46.841574,0.000000,-0.393560,46.843227
1416,-46.890951,0.000000,-0.400110,46.892658
1417,-46.940327,0.000000,-0.406659,46.942089
1418,-46.989704,0.000000,-0.413208,46.991521
1419,-47.039081,0.000000,-0.419758,47.040953
1420,-47.088457,0.000000,-0.426307,47.090387
1421,-47.137834,0.000000,-0.432856,47.139821
1422,-47.187210,0.000000,-0.439405,47.189256
1423,-47.236587,0.000000,-0.445955,47.238692
1424,-47.285963,0.000000,-0.452504,47.288128
1425,-47.335339,0.000000,-0.459053,47.337565
1426,-47.384716,0.000000,-0.465603,47.387003
1427,-47.434092,0.000000,-0.472152,47.436442
1428,-47.483468,0.000000,-0.478701,47.485881
1429,-47.532844,0.000000,-0.485251,47.535321
1430,-47.582220,0.000000,-0.491800,47.584762
1431,-47.631596,0.000000,-0.498349,47.634203
1432,-47.680972,0.000000,-0.504899,47.683646
1433,-47.730348,0.000000,-0.511448,47.733089
1434,-47.779724,0.000000,-0.517997,47.782532
1435,-47.829100,0.000000,-0.524547,47.831976
1436,-47.878476,0.000000,-0.531096,47.881422
1437,-47.927852,0.000000,-0.537645,47.930867
1438,-47.977227,0.000000,-0.544195,47.980314
1439,-48.026603,0.000000,-0.550744,48.029761
1440,-48.075979,0.000000,-0.557293,48.079209
1441,-48.125354,0.000000,-0.563842,48.128657
1442,-48.174730,0.000000,-0.570392,48.178107
1443,-48.224105,0.000000,-0.576941,48.227556
1444,-48.273481,0.000000,-0.583490,48.277007
1445,-48.322856,0.000000,-0.590040,48.326458
1446,-48.372232,0.000000,-0.596589,48.375910
1447,-48.421607,0.000000,-0.603138,48.425363
1448,-48.470982,0.000000,-0.609688,48.474816
1449,-48.520357,0.000000,-0.616237,48.524270
1450,-48.569733,0.000000,-0.622786,48.573725
1451,-48.619108,0.000000,-0.629336,48.623181
1452,-48.668483,0.000000,-0.635885,48.672637
1453,-48.717858,0.000000,-0.642434,48.722093
1454,-48.767233,0.000000,-0.648983,48.771551
1455,-48.816608,0.000000,-0.655533,48.821009
1456,-48.865983,0.000000,-0.662082,48.870468
1457,-48.915357,0.000000,-0.668631,48.919927
1458,-48.964732,0.000000,-0.675181,48.969387
1459,-49.014107,0.000000,-0.681730,49.018848
1460,-49.063482,0.000000,-0.688279,49.068309
1461,-49.112857,0.000000,-0.694829,49.117771
1462,-49.162231,0.000000,-0.701378,49.167234
1463,-49.211606,0.000000,-0.707927,49.216697
1464,-49.260980,0.000000,-0.714476,49.266161
1465,-49.310355,0.000000,-0.721026,49.315626
1466,-49.359729,0.000000,-0.727575,49.365091
1467,-49.409104,0.000000,-0.734124,49.414557
1468,-49.458478,0.000000,-0.740674,49.464024
1469,-49.507853,0.000000,-0.747223,49.513491
1470,-49.557227,0.000000,-0.753772,49.562959
1471,-49.606601,0.000000,-0.760322,49.612428
1472,-49.655975,0.000000,-0.766871,49.661897
1473,-49.705350,0.000000,-0.773420,49.711366
1474,-49.754724,0.000000,-0.779969,49.760837
1475,-49.804098,0.000000,-0.786519,49.810308
1476,-49.853472,0.000000,-0.793068,49.859780
1477,-49.902846,0.000000,-0.799617,49.909252
1478,-49.952220,0.000000,-0.806167,49.958725
1479,-50.001594,0.000000,-0.812716,50.008198
